Timestamp,Open,High,Low,Close,Volume,Datetime
1706875200,43136.9,43480.0,42512.7,43182.0,138463.837,2024-02-02 12:00:00
1706918400,43182.0,43372.2,42950.6,42978.0,41613.095,2024-02-03 00:00:00
1706961600,42977.9,43264.3,42858.3,42992.4,48122.125,2024-02-03 12:00:00
1707004800,42992.4,43112.1,42702.4,43041.6,46853.143,2024-02-04 00:00:00
1707048000,43041.6,43104.9,42176.7,42570.3,80568.405,2024-02-04 12:00:00
1707091200,42570.3,43264.2,42235.1,43180.8,92403.691,2024-02-05 00:00:00
1707134400,43180.8,43580.0,42311.2,42692.9,148251.858,2024-02-05 12:00:00
1707177600,42692.9,43110.0,42559.8,42814.3,87379.12,2024-02-06 00:00:00
1707220800,42814.3,43378.8,42631.0,43079.1,108778.523,2024-02-06 12:00:00
1707264000,43079.1,43191.2,42763.4,42917.4,64347.028,2024-02-07 00:00:00
1707307200,42917.3,44388.0,42864.8,44326.2,187710.68,2024-02-07 12:00:00
1707350400,44326.3,44884.3,44306.8,44677.9,115388.399,2024-02-08 00:00:00
1707393600,44677.9,45600.0,44580.4,45269.1,184349.889,2024-02-08 12:00:00
1707436800,45269.2,47290.0,45218.1,47155.9,210076.828,2024-02-09 00:00:00
1707480000,47155.9,48230.3,46638.6,47116.1,309842.591,2024-02-09 12:00:00
1707523200,47116.1,47489.9,46836.4,47172.8,73802.591,2024-02-10 00:00:00
1707566400,47172.7,48189.6,47083.8,47732.6,105824.013,2024-02-10 12:00:00
1707609600,47732.6,48600.0,47539.4,48403.7,115451.04,2024-02-11 00:00:00
1707652800,48403.7,48469.3,47914.1,48303.4,94500.586,2024-02-11 12:00:00
1707696000,48303.4,48846.0,47702.0,47906.0,125732.819,2024-02-12 00:00:00
1707739200,47905.9,50413.2,47841.6,49943.6,325162.383,2024-02-12 12:00:00
1707782400,49943.6,50428.8,49651.0,50004.0,111292.879,2024-02-13 00:00:00
1707825600,50003.9,50009.3,48301.0,49696.4,271055.206,2024-02-13 12:00:00
1707868800,49696.4,51829.1,49215.7,51601.2,196699.784,2024-02-14 00:00:00
1707912000,51601.1,52100.0,51217.7,51823.2,198492.007,2024-02-14 12:00:00
1707955200,51823.1,52568.3,51651.0,52359.1,162908.34,2024-02-15 00:00:00
1707998400,52359.0,52859.0,51334.9,51898.5,229816.263,2024-02-15 12:00:00
1708041600,51898.4,52470.6,51611.7,52241.1,112555.067,2024-02-16 00:00:00
1708084800,52241.2,52623.0,51623.2,52148.6,147264.726,2024-02-16 12:00:00
1708128000,52148.7,52192.8,51521.4,51723.7,59010.763,2024-02-17 00:00:00
1708171200,51723.7,52109.0,50647.5,51679.4,163331.242,2024-02-17 12:00:00
1708214400,51679.5,52107.3,51178.0,51861.1,77658.869,2024-02-18 00:00:00
1708257600,51861.1,52450.0,51563.3,52175.9,88977.557,2024-02-18 12:00:00
1708300800,52175.9,52532.9,51933.1,52375.9,85948.338,2024-02-19 00:00:00
1708344000,52375.9,52509.1,51688.8,51813.8,110439.64,2024-02-19 12:00:00
1708387200,51813.7,52443.7,51330.5,52325.8,114679.687,2024-02-20 00:00:00
1708430400,52325.9,53090.9,50788.0,52297.4,274233.377,2024-02-20 12:00:00
1708473600,52297.3,52402.3,50826.2,50988.1,126153.176,2024-02-21 00:00:00
1708516800,50988.2,51991.2,50528.4,51877.8,181974.125,2024-02-21 12:00:00
1708560000,51877.9,52078.0,51176.8,51659.2,99468.944,2024-02-22 00:00:00
1708603200,51659.1,52130.8,50967.5,51316.9,144675.703,2024-02-22 12:00:00
1708646400,51316.9,51576.3,50862.3,51254.1,88756.243,2024-02-23 00:00:00
1708689600,51254.1,51372.3,50512.7,50771.9,126718.319,2024-02-23 12:00:00
1708732800,50771.9,51195.0,50611.4,51151.9,46610.602,2024-02-24 00:00:00
1708776000,51151.8,51736.6,51053.3,51602.1,58333.855,2024-02-24 12:00:00
1708819200,51602.1,51949.8,51465.5,51672.3,50674.039,2024-02-25 00:00:00
1708862400,51672.3,52050.0,51300.4,51764.9,71503.221,2024-02-25 12:00:00
1708905600,51764.9,51846.1,50922.5,51126.4,69546.785,2024-02-26 00:00:00
1708948800,51126.3,54991.8,50990.0,54511.6,323919.446,2024-02-26 12:00:00
1708992000,54511.7,57780.0,54495.0,56581.4,250071.772,2024-02-27 00:00:00
1709035200,56581.4,57679.5,56231.0,57074.5,261403.763,2024-02-27 12:00:00
1709078400,57074.5,59589.0,56730.1,58997.4,253484.001,2024-02-28 00:00:00
1709121600,58997.4,64300.0,58940.8,62487.9,756634.441,2024-02-28 12:00:00
1709164800,62487.9,63762.8,61105.2,63019.8,247192.567,2024-02-29 00:00:00
1709208000,63019.8,63599.9,60452.0,61203.3,337521.316,2024-02-29 12:00:00
1709251200,61203.3,62332.0,60844.8,61927.7,107073.537,2024-03-01 00:00:00
1709294400,61927.7,63199.0,61200.0,62430.6,192158.29,2024-03-01 12:00:00
1709337600,62430.6,62513.1,61711.5,61900.0,88000.503,2024-03-02 00:00:00
1709380800,61900.0,62276.6,61605.0,62039.9,71283.126,2024-03-02 12:00:00
1709424000,62039.9,62181.2,61339.5,61900.0,74377.28,2024-03-03 00:00:00
1709467200,61900.0,63330.9,61885.6,63178.5,125935.223,2024-03-03 12:00:00
1709510400,63178.5,65717.4,62299.0,65314.0,259439.707,2024-03-04 00:00:00
1709553600,65313.9,68600.0,64566.3,68296.4,373442.437,2024-03-04 12:00:00
1709596800,68296.5,68824.7,65021.1,66749.0,275382.075,2024-03-05 00:00:00
1709640000,66749.1,69350.0,59112.0,63747.4,777643.057,2024-03-05 12:00:00
1709683200,63747.5,67729.5,62829.3,67383.9,257571.215,2024-03-06 00:00:00
1709726400,67383.9,67689.8,64615.5,66128.1,276440.598,2024-03-06 12:00:00
1709769600,66128.0,67350.0,65609.3,66974.9,118802.584,2024-03-07 00:00:00
1709812800,66975.0,68101.3,66588.0,66870.0,177290.204,2024-03-07 12:00:00
1709856000,66870.0,67838.0,66800.0,67822.0,79052.749,2024-03-08 00:00:00
1709899200,67821.5,70330.8,66120.0,68180.2,380334.458,2024-03-08 12:00:00
1709942400,68180.2,68608.7,67908.7,68360.3,54887.304,2024-03-09 00:00:00
1709985600,68360.3,68580.0,68050.0,68360.1,40011.701,2024-03-09 12:00:00
1710028800,68360.2,69999.8,68262.5,69639.5,121572.757,2024-03-10 00:00:00
1710072000,69639.6,69937.7,68155.0,69001.8,112023.766,2024-03-10 12:00:00
1710115200,69001.8,72346.3,67000.0,71558.6,281737.359,2024-03-11 00:00:00
1710158400,71558.6,72890.0,71405.2,72153.8,192659.538,2024-03-11 12:00:00
1710201600,72153.9,72571.0,71300.0,72098.7,123353.836,2024-03-12 00:00:00
1710244800,72098.7,73370.0,68600.0,71503.2,348718.495,2024-03-12 12:00:00
1710288000,71503.3,73755.0,71388.1,73149.9,129448.27,2024-03-13 00:00:00
1710331200,73149.8,73485.1,71671.1,73127.6,158998.068,2024-03-13 12:00:00
1710374400,73127.6,73881.4,72540.5,72939.4,115903.704,2024-03-14 00:00:00
1710417600,72939.4,73115.5,68600.0,71455.5,397997.533,2024-03-14 12:00:00
1710460800,71455.6,72500.0,65580.0,67818.3,457418.375,2024-03-15 00:00:00
1710504000,67818.3,70715.9,67420.0,69552.2,248392.31,2024-03-15 12:00:00
1710547200,69552.1,70097.6,67739.6,68300.1,105312.895,2024-03-16 00:00:00
1710590400,68300.0,68557.6,64750.0,65351.0,228113.234,2024-03-16 12:00:00
1710633600,65351.0,67600.0,64559.8,67015.0,190949.602,2024-03-17 00:00:00
1710676800,67014.9,68972.4,66500.0,68447.9,123940.707,2024-03-17 12:00:00
1710720000,68447.9,69044.4,66814.6,68307.7,136749.486,2024-03-18 00:00:00
1710763200,68307.6,68685.3,66601.6,67660.0,181136.43,2024-03-18 12:00:00
1710806400,67660.0,68178.6,62545.0,63137.1,381389.699,2024-03-19 00:00:00
1710849600,63137.1,65802.8,61582.8,61974.1,319077.096,2024-03-19 12:00:00
1710892800,61974.1,64010.0,60800.0,63432.0,282924.665,2024-03-20 00:00:00
1710936000,63432.0,68140.0,62057.7,67876.4,354437.8,2024-03-20 12:00:00
1710979200,67876.4,68293.9,66129.0,67082.3,148649.431,2024-03-21 00:00:00
1711022400,67082.3,67774.3,64550.1,65539.9,198568.954,2024-03-21 12:00:00
1711065600,65539.9,66691.9,64102.0,64268.0,132164.31,2024-03-22 00:00:00
1711108800,64268.1,64729.1,62294.0,63826.0,268985.023,2024-03-22 12:00:00
1711152000,63826.1,64887.6,63020.2,64674.9,114322.793,2024-03-23 00:00:00
1711195200,64674.8,66050.0,63861.9,64020.3,124801.207,2024-03-23 12:00:00
1711238400,64020.4,65432.9,63822.0,65371.9,92329.71,2024-03-24 00:00:00
1711281600,65371.9,67700.0,64635.0,67260.9,151849.725,2024-03-24 12:00:00
1711324800,67260.9,67780.0,66427.6,66855.9,107317.201,2024-03-25 00:00:00
1711368000,66855.1,71228.3,66825.5,69920.5,287838.99,2024-03-25 12:00:00
1711411200,69920.6,71649.0,69782.2,70734.2,125176.725,2024-03-26 00:00:00
1711454400,70734.1,71200.0,69320.0,70044.1,182684.391,2024-03-26 12:00:00
1711497600,70044.2,70799.3,69466.4,70290.3,105844.017,2024-03-27 00:00:00
1711540800,70290.2,71888.0,68364.8,69532.6,301442.557,2024-03-27 12:00:00
1711584000,69532.6,71050.0,68941.0,70707.7,112063.732,2024-03-28 00:00:00
1711627200,70707.7,71636.2,70411.0,70838.7,129907.09,2024-03-28 12:00:00
1711670400,70838.8,70976.9,69612.8,70182.9,85711.943,2024-03-29 00:00:00
1711713600,70183.0,70704.8,69000.0,69903.6,102258.898,2024-03-29 12:00:00
1711756800,69903.6,70388.0,69753.3,70237.1,49663.807,2024-03-30 00:00:00
1711800000,70237.1,70373.8,69577.2,69642.1,41462.943,2024-03-30 12:00:00
1711843200,69642.0,70555.6,69608.0,70442.6,49202.164,2024-03-31 00:00:00
1711886400,70442.6,71495.5,70329.6,71363.0,83256.626,2024-03-31 12:00:00
1711929600,71363.0,71388.0,68895.5,69520.4,121889.867,2024-04-01 00:00:00
1711972800,69520.4,70145.0,68103.3,69700.0,160922.259,2024-04-01 12:00:00
1712016000,69700.0,69731.6,65108.0,65684.2,274436.516,2024-04-02 00:00:00
1712059200,65684.2,66289.0,64603.2,65505.3,224605.056,2024-04-02 12:00:00
1712102400,65502.4,66696.5,64500.0,66094.3,139257.901,2024-04-03 00:00:00
1712145600,66094.2,66940.0,65451.1,65971.9,135783.329,2024-04-03 12:00:00
1712188800,65971.8,66500.0,65100.0,66361.5,93875.905,2024-04-04 00:00:00
1712232000,66361.5,69329.7,66336.6,68489.9,232509.433,2024-04-04 12:00:00
1712275200,68489.8,68787.1,66376.0,66502.8,144336.759,2024-04-05 00:00:00
1712318400,66502.8,68585.9,65966.0,67825.7,169210.534,2024-04-05 12:00:00
1712361600,67825.8,68240.1,67450.0,67655.0,51121.371,2024-04-06 00:00:00
1712404800,67654.9,69708.0,67525.0,68901.6,76222.355,2024-04-06 12:00:00
1712448000,68901.5,69800.0,68820.6,69366.1,63489.485,2024-04-07 00:00:00
1712491200,69366.2,70395.0,68881.3,69362.7,108293.951,2024-04-07 12:00:00
1712534400,69362.7,72753.6,69040.4,72472.6,177327.244,2024-04-08 00:00:00
1712577600,72472.6,72890.4,71276.0,71678.4,119910.205,2024-04-08 12:00:00
1712620800,71678.3,71820.6,69536.8,70858.3,148134.49,2024-04-09 00:00:00
1712664000,70858.2,71048.3,68216.0,69189.3,185924.913,2024-04-09 12:00:00
1712707200,69189.2,69650.0,68514.0,69094.7,90385.659,2024-04-10 00:00:00
1712750400,69094.8,71412.2,67546.2,70681.7,247389.097,2024-04-10 12:00:00
1712793600,70681.8,71387.4,69921.1,70043.3,104309.752,2024-04-11 00:00:00
1712836800,70043.4,71160.0,69592.6,70055.7,151884.401,2024-04-11 12:00:00
1712880000,70055.6,71297.0,70044.4,70950.9,75256.929,2024-04-12 00:00:00
1712923200,70950.9,71028.0,65102.0,67136.4,340271.22,2024-04-12 12:00:00
1712966400,67136.4,67975.4,65754.6,67377.0,120731.798,2024-04-13 00:00:00
1713009600,67377.1,67954.0,59652.5,63939.7,394273.405,2024-04-13 12:00:00
1713052800,63939.7,64891.6,62139.3,64150.2,178994.961,2024-04-14 00:00:00
1713096000,64150.2,65822.1,62550.0,65615.9,216775.172,2024-04-14 12:00:00
1713139200,65615.9,66874.9,64649.2,65848.6,130262.687,2024-04-15 00:00:00
1713182400,65848.6,66369.7,62242.5,63392.7,251269.538,2024-04-15 12:00:00
1713225600,63392.8,63879.6,61521.0,63064.6,193045.812,2024-04-16 00:00:00
1713268800,63064.6,64356.3,61680.0,63765.0,212885.627,2024-04-16 12:00:00
1713312000,63764.9,64483.3,62490.0,62576.9,106303.988,2024-04-17 00:00:00
1713355200,62576.8,62957.2,59625.0,61254.5,337729.004,2024-04-17 12:00:00
1713398400,61254.5,63049.9,60763.8,62563.0,145450.912,2024-04-18 00:00:00
1713441600,62563.0,64100.0,61558.0,63445.0,217851.482,2024-04-18 12:00:00
1713484800,63445.0,65480.0,59541.0,64839.8,374696.404,2024-04-19 00:00:00
1713528000,64839.8,65420.5,62910.0,63787.4,199567.654,2024-04-19 12:00:00
1713571200,63787.4,64244.0,63045.1,63688.7,95700.958,2024-04-20 00:00:00
1713614400,63688.7,65400.0,63537.3,64897.2,101441.304,2024-04-20 12:00:00
1713657600,64897.2,65678.7,64570.5,65203.5,73806.666,2024-04-21 00:00:00
1713700800,65203.5,65362.3,64214.2,64912.6,86727.282,2024-04-21 12:00:00
1713744000,64912.7,66449.0,64470.5,65856.2,121351.924,2024-04-22 00:00:00
1713787200,65856.1,67222.0,65600.7,66778.0,124916.487,2024-04-22 12:00:00
1713830400,66777.9,67158.9,65812.0,66023.5,77624.29,2024-04-23 00:00:00
1713873600,66023.5,67099.7,65750.0,66386.3,101041.274,2024-04-23 12:00:00
1713916800,66386.2,67068.2,66172.0,66550.7,66428.063,2024-04-24 00:00:00
1713960000,66550.7,66711.9,63575.0,64250.0,214116.998,2024-04-24 12:00:00
1714003200,64250.0,64713.6,63300.0,63826.9,100271.114,2024-04-25 00:00:00
1714046400,63827.0,65270.6,62721.3,64478.8,174939.948,2024-04-25 12:00:00
1714089600,64478.8,64649.7,63844.0,64213.6,75089.797,2024-04-26 00:00:00
1714132800,64213.6,64783.1,63291.5,63748.8,127060.016,2024-04-26 12:00:00
1714176000,63748.7,63901.4,62332.8,62834.5,91451.105,2024-04-27 00:00:00
1714219200,62834.4,63624.4,62700.2,63421.0,75898.004,2024-04-27 12:00:00
1714262400,63420.9,64350.0,63230.7,63459.1,64274.317,2024-04-28 00:00:00
1714305600,63459.0,63973.9,62700.0,63088.3,61781.834,2024-04-28 12:00:00
1714348800,63088.4,63337.8,61888.0,62222.9,96989.462,2024-04-29 00:00:00
1714392000,62222.6,64200.0,61726.2,63842.4,131421.701,2024-04-29 12:00:00
1714435200,63842.4,64700.0,61000.0,61182.3,168987.058,2024-04-30 00:00:00
1714478400,61182.3,61576.1,59150.0,60651.2,239760.645,2024-04-30 12:00:00
1714521600,60651.2,60816.7,56537.7,57862.1,258744.994,2024-05-01 00:00:00
1714564800,57862.2,59438.2,56600.0,58307.6,305363.406,2024-05-01 12:00:00
1714608000,58307.7,58696.6,56951.6,58538.4,127621.024,2024-05-02 00:00:00
1714651200,58538.5,59637.3,58186.7,59036.7,171608.278,2024-05-02 12:00:00
1714694400,59036.7,59976.9,58781.3,59269.3,92073.301,2024-05-03 00:00:00
1714737600,59269.4,63333.0,58970.5,62853.7,261533.158,2024-05-03 12:00:00
1714780800,62853.7,64547.9,62520.0,63850.0,127671.219,2024-05-04 00:00:00
1714824000,63850.0,64198.9,63278.1,63864.2,77533.98,2024-05-04 12:00:00
1714867200,63864.3,64170.6,62833.0,63838.0,83108.17,2024-05-05 00:00:00
1714910400,63838.1,64644.3,63520.3,63988.0,102387.483,2024-05-05 12:00:00
1714953600,63987.9,65500.0,63666.0,64178.1,142344.121,2024-05-06 00:00:00
1714996800,64178.1,64295.1,62655.3,63142.8,162765.946,2024-05-06 12:00:00
1715040000,63142.7,64392.2,62805.6,63472.4,109944.405,2024-05-07 00:00:00
1715083200,63472.4,64320.0,62203.6,62296.0,129030.241,2024-05-07 12:00:00
1715126400,62296.0,62994.9,62005.8,62224.9,89080.452,2024-05-08 00:00:00
1715169600,62224.9,62800.0,60843.6,61157.9,152571.127,2024-05-08 12:00:00
1715212800,61157.9,61779.0,60550.0,61033.0,86054.538,2024-05-09 00:00:00
1715256000,61033.0,63447.2,60846.7,63050.1,156396.764,2024-05-09 12:00:00
1715299200,63050.0,63365.5,62633.2,63276.5,71110.337,2024-05-10 00:00:00
1715342400,63276.5,63446.5,60117.4,60778.1,236104.623,2024-05-10 12:00:00
